========== STUDENTS TABLE ==========
Columns: ['student_id', 'full_name', 'department', 'batch', 'current_semester', 'cgpa', 'latest_sgpa', 'active_backlogs', 'has_backlog_history', 'attendance_percentage', 'technical_skills', 'soft_skills', 'project_titles', 'project_count']
Shape: (20, 14)

    student_id       full_name department  batch  current_semester  cgpa  latest_sgpa  active_backlogs  has_backlog_history  attendance_percentage             technical_skills                                     soft_skills                                                project_titles  project_count
0            1    Rajesh Verma        CSE   2020                 8   8.2          8.1                0                False                   88.0         [python, sql, react]           [communication, teamwork, leadership]                 [ecommerce platform, iot dashboard, rest api]              3
1            2    Priya Sharma        CSE   2020                 8   8.7          8.5                0                False                   92.0   [python, java, javascript]  [communication, problem solving, adaptability]            [ml recommendation engine, web portal, mobile app]              3
2            3     Arjun Patel        CSE   2020                 8   7.8          7.9                0                False                   76.0            [c, java, python]      [teamwork, time management, communication]                   [os scheduler, game engine, data analytics]              3
3            4  Divya Krishnan        CSE   2020                 8   8.4          8.3                0                False                   94.0    [python, javascript, sql]       [leadership, communication, adaptability]      [realtime chat app, weather dashboard, inventory system]              3
4            5    Vikram Singh        CSE   2020                 8   7.5          7.3                1                 True                   81.0               [java, c, sql]         [problem solving, teamwork, leadership]           [banking system, queue simulator, report generator]              3
5            6      Aisha Khan        MBA   2020                 8   8.1          8.0                0                False                   87.0  [python, react, javascript]                [communication, problem solving]                    [web scraper, task manager, blog platform]              3
6            7     Rohan Gupta        MBA   2020                 8   7.6          7.4                0                False                   85.0               [java, sql, c]       [teamwork, adaptability, problem solving]         [android banking app, database tool, file compressor]              3
7            8      Neha Desai         ME   2020                 8   8.0          7.8                0                False                   79.0  [python, javascript, react]    [leadership, time management, communication]  [traffic management system, travel planner, expense tracker]              3
8            9     Sanjay Iyer         ME   2020                 8   7.2          7.0                1                 True                   90.0     [javascript, sql, react]       [teamwork, problem solving, adaptability]          [ecommerce website, social network, video streaming]              3
9           10     Ananya Nair         ME   2020                 8   8.3          8.2                0                False                   93.0             [python, c, dsa]    [leadership, communication, problem solving]                              [chatbot, maze solver, compiler]              3
10          11     Karan Menon         CE   2020                 8   7.9          7.7                0                False                   82.0         [python, sql, react]                       [communication, teamwork]           [fullstack app, api gateway, authentication system]              3
11          12       Sneha Rao         CE   2020                 8   8.5          8.4                0                False                   95.0   [java, javascript, python]         [leadership, problem solving, teamwork]       [microservices framework, load balancer, cache manager]              3
12          13       Amit Bhat        BCA   2020                 6   7.6          7.5                0                False                   84.0             [c, python, sql]       [communication, adaptability, leadership]      [graph visualization, database indexing, memory manager]              3
13          14     Pooja Sinha        BCA   2020                 6   8.1          8.0                1                 True                   88.0  [javascript, react, python]      [teamwork, communication, problem solving]          [progressive web app, cloud dashboard, email client]              3
14          15    Suresh Kumar        BCA   2020                 6   7.3          7.1                0                False                   91.0          [python, sql, java]       [problem solving, teamwork, adaptability]                [data pipeline, etl tool, analytics dashboard]              3
15          16    Deepti Joshi        CSE   2021                 6   8.0          7.9                0                False                   89.0  [python, react, javascript]                     [communication, leadership]         [frontend framework, design system, state management]              3
16          17   Varun Nambiar        CSE   2021                 6   7.4          7.2                0                False                   75.0               [java, c, sql]    [teamwork, problem solving, time management]                 [backend api, data structures, system design]              3
17          18    Sakshi Bhatt        MBA   2021                 6   8.2          8.1                0                False                   93.0  [python, javascript, react]       [leadership, communication, adaptability]                [iot platform, sensor dashboard, alert system]              3
18          19   Nikhil Chopra         ME   2021                 6   7.7          7.5                0                False                   86.0             [c, sql, python]         [problem solving, teamwork, leadership]      [database optimization, parallel processing, networking]              3
19          20    Ishita Yadav        BCA   2021                 4   8.6          8.5                0                False                   97.0  [javascript, python, react]  [communication, adaptability, problem solving]                [fullstack app, payment gateway, admin portal]              3


========== STUDENT_COMPANY_MATCH TABLE ==========
Columns: ['student_id', 'company_name', 'tech_skills_count', 'tech_skills_percentage', 'soft_skills_count', 'soft_skills_percentage', 'eligible', 'readiness_score']
Shape: (200, 8)

     student_id  company_name  tech_skills_count  tech_skills_percentage  soft_skills_count  soft_skills_percentage  eligible  readiness_score
67            8     accenture                  1                   33.33                  1                   33.33         1            65.13
68            9     accenture                  0                    0.00                  2                   66.67         0            64.13
69           10     accenture                  1                   33.33                  2                   66.67         1            73.30
70           11     accenture                  1                   33.33                  0                    0.00         0            61.17
71           12     accenture                  2                   66.67                  2                   66.67         1            78.67
72           13     accenture                  1                   33.33                  2                   66.67         1            68.70
73           14     accenture                  1                   33.33                  1                   33.33         1            67.33
74           15     accenture                  2                   66.67                  2                   66.67         1            73.07
75           16     accenture                  1                   33.33                  1                   33.33         1            67.13
76           17     accenture                  1                   33.33                  1                   33.33         1            61.93
77           18     accenture                  1                   33.33                  2                   66.67         1            72.90
78           19     accenture                  1                   33.33                  2                   66.67         1            69.50
79           20     accenture                  1                   33.33                  2                   66.67         1            75.30
80            1     capgemini                  2                   66.67                  2                   66.67         1            76.07
81            2     capgemini                  2                   66.67                  1                   33.33         1            74.70
82            3     capgemini                  1                   33.33                  3                  100.00         1            72.07
83            4     capgemini                  3                  100.00                  1                   33.33         1            78.07
84            5     capgemini                  1                   33.33                  1                   33.33         1            63.53
85            6     capgemini                  2                   66.67                  1                   33.33         1            71.30
86            7     capgemini                  1                   33.33                  1                   33.33         1            64.73
87            8     capgemini                  2                   66.67                  2                   66.67         1            73.47
88            9     capgemini                  2                   66.67                  1                   33.33         1            68.30
89           10     capgemini                  1                   33.33                  1                   33.33         1            69.13
90           11     capgemini                  2                   66.67                  2                   66.67         1            73.67
91           12     capgemini                  2                   66.67                  1                   33.33         1            74.50
92           13     capgemini                  2                   66.67                  1                   33.33         1            68.70
93           14     capgemini                  2                   66.67                  2                   66.67         1            75.67
94           15     capgemini                  2                   66.67                  1                   33.33         1            68.90
95           16     capgemini                  2                   66.67                  1                   33.33         1            71.30
96           17     capgemini                  1                   33.33                  2                   66.67         1            66.10
97           18     capgemini                  2                   66.67                  1                   33.33         1            72.90
98           19     capgemini                  2                   66.67                  1                   33.33         1            69.50
99           20     capgemini                  2                   66.67                  1                   33.33         1            75.30
100           1  techmahindra                  1                   33.33                  2                   66.67         1            71.90
101           2  techmahindra                  2                   66.67                  1                   33.33         1            74.70
102           3  techmahindra                  2                   66.67                  1                   33.33         1            67.90
103           4  techmahindra                  1                   33.33                  1                   33.33         1            69.73
104           5  techmahindra                  1                   33.33                  3                  100.00         1            71.87
105           6  techmahindra                  1                   33.33                  1                   33.33         1            67.13
106           7  techmahindra                  1                   33.33                  2                   66.67         1            68.90
107           8  techmahindra                  1                   33.33                  1                   33.33         1            65.13
108           9  techmahindra                  0                    0.00                  2                   66.67         0            64.13
109          10  techmahindra                  1                   33.33                  2                   66.67         1            73.30
110          11  techmahindra                  1                   33.33                  1                   33.33         1            65.33
111          12  techmahindra                  2                   66.67                  3                  100.00         1            82.83
112          13  techmahindra                  1                   33.33                  1                   33.33         1            64.53
113          14  techmahindra                  1                   33.33                  2                   66.67         1            71.50
114          15  techmahindra                  2                   66.67                  2                   66.67         1            73.07
115          16  techmahindra                  1                   33.33                  1                   33.33         1            67.13
116          17  techmahindra                  1                   33.33                  2                   66.67         1            66.10
117          18  techmahindra                  1                   33.33                  1                   33.33         1            68.73
118          19  techmahindra                  1                   33.33                  3                  100.00         1            73.67
119          20  techmahindra                  1                   33.33                  1                   33.33         1            71.13
120           1         wipro                  3                  100.00                  1                   33.33         1            76.07
121           2         wipro                  1                   33.33                  3                  100.00         1            78.87
122           3         wipro                  1                   33.33                  1                   33.33         1            63.73
123           4         wipro                  2                   66.67                  2                   66.67         1            78.07
124           5         wipro                  1                   33.33                  1                   33.33         1            63.53
125           6         wipro                  2                   66.67                  2                   66.67         1            75.47
126           7         wipro                  1                   33.33                  2                   66.67         1            68.90
127           8         wipro                  2                   66.67                  1                   33.33         1            69.30
128           9         wipro                  2                   66.67                  2                   66.67         1            72.47
129          10         wipro                  1                   33.33                  2                   66.67         1            73.30
130          11         wipro                  3                  100.00                  1                   33.33         1            73.67
131          12         wipro                  1                   33.33                  1                   33.33         1            70.33
132          13         wipro                  2                   66.67                  2                   66.67         1            72.87
133          14         wipro                  2                   66.67                  2                   66.67         1            75.67
134          15         wipro                  2                   66.67                  2                   66.67         1            73.07
135          16         wipro                  2                   66.67                  1                   33.33         1            71.30
136          17         wipro                  1                   33.33                  1                   33.33         1            61.93
137          18         wipro                  2                   66.67                  2                   66.67         1            77.07
138          19         wipro                  2                   66.67                  1                   33.33         1            69.50
139          20         wipro                  2                   66.67                  3                  100.00         1            83.63
140           1           hcl                  1                   33.33                  3                  100.00         1            76.07
141           2           hcl                  2                   66.67                  1                   33.33         1            74.70
142           3           hcl                  2                   66.67                  2                   66.67         1            72.07
143           4           hcl                  1                   33.33                  2                   66.67         1            73.90
144           5           hcl                  1                   33.33                  2                   66.67         1            67.70
145           6           hcl                  1                   33.33                  1                   33.33         1            67.13
146           7           hcl                  1                   33.33                  1                   33.33         1            64.73
147           8           hcl                  1                   33.33                  2                   66.67         1            69.30
148           9           hcl                  0                    0.00                  1                   33.33         0            59.97
149          10           hcl                  1                   33.33                  2                   66.67         1            73.30
150          11           hcl                  1                   33.33                  2                   66.67         1            69.50
151          12           hcl                  2                   66.67                  2                   66.67         1            78.67
152          13           hcl                  1                   33.33                  2                   66.67         1            68.70
153          14           hcl                  1                   33.33                  2                   66.67         1            71.50
154          15           hcl                  2                   66.67                  1                   33.33         1            68.90
155          16           hcl                  1                   33.33                  2                   66.67         1            71.30
156          17           hcl                  1                   33.33                  1                   33.33         1            61.93
157          18           hcl                  1                   33.33                  2                   66.67         1            72.90
158          19           hcl                  1                   33.33                  2                   66.67         1            69.50
159          20           hcl                  1                   33.33                  1                   33.33         1            71.13
160           1        amazon                  1                   33.33                  1                   33.33         1            67.73
161           2        amazon                  3                  100.00                  2                   66.67         1            83.03
162           3        amazon                  2                   66.67                  0                    0.00         0            63.73
163           4        amazon                  2                   66.67                  2                   66.67         1            78.07
164           5        amazon                  1                   33.33                  2                   66.67         1            67.70
165           6        amazon                  2                   66.67                  1                   33.33         1            71.30
166           7        amazon                  1                   33.33                  2                   66.67         1            68.90
167           8        amazon                  2                   66.67                  1                   33.33         1            69.30
168           9        amazon                  1                   33.33                  2                   66.67         1            68.30
169          10        amazon                  1                   33.33                  2                   66.67         1            73.30
170          11        amazon                  1                   33.33                  0                    0.00         0            61.17
171          12        amazon                  3                  100.00                  2                   66.67         1            82.83
172          13        amazon                  1                   33.33                  2                   66.67         1            68.70
173          14        amazon                  2                   66.67                  1                   33.33         1            71.50
174          15        amazon                  2                   66.67                  2                   66.67         1            73.07
175          16        amazon                  2                   66.67                  1                   33.33         1            71.30
176          17        amazon                  1                   33.33                  1                   33.33         1            61.93
177          18        amazon                  2                   66.67                  2                   66.67         1            77.07
178          19        amazon                  1                   33.33                  2                   66.67         1            69.50
179          20        amazon                  2                   66.67                  2                   66.67         1            79.47
180           1        google                  1                   33.33                  2                   66.67         1            71.90
181           2        google                  2                   66.67                  2                   66.67         1            78.87
182           3        google                  1                   33.33                  1                   33.33         1            63.73
183           4        google                  2                   66.67                  2                   66.67         1            78.07
184           5        google                  0                    0.00                  2                   66.67         0            63.53
185           6        google                  2                   66.67                  2                   66.67         1            75.47
186           7        google                  0                    0.00                  1                   33.33         0            60.57
187           8        google                  2                   66.67                  2                   66.67         1            73.47
188           9        google                  1                   33.33                  1                   33.33         1            64.13
189          10        google                  1                   33.33                  3                  100.00         1            77.47
190          11        google                  1                   33.33                  1                   33.33         1            65.33
191          12        google                  2                   66.67                  2                   66.67         1            78.67
192          13        google                  1                   33.33                  2                   66.67         1            68.70
193          14        google                  2                   66.67                  2                   66.67         1            75.67
194          15        google                  1                   33.33                  1                   33.33         1            64.73
195          16        google                  2                   66.67                  2                   66.67         1            75.47
196          17        google                  0                    0.00                  1                   33.33         0            57.77
197          18        google                  2                   66.67                  2                   66.67         1            77.07
198          19        google                  1                   33.33                  2                   66.67         1            69.50
199          20        google                  2                   66.67                  2                   66.67         1            79.47

