student_id,first_name,last_name,department,batch,current_semester
73,Ishaan,Verma,MBA,2023,8
74,Aarav,Gupta,CSE,2022,6
75,Pooja,Verma,MBA,2020,1
76,Krishna,Yadav,CSE,2022,5
77,Aisha,Chopra,CSE,2022,7
78,Neha,Menon,ME,2020,1
79,Nidhi,Joshi,CSE,2022,7
80,Priya,Khan,CSE,2021,3
81,Krishna,Chopra,BCA,2023,8
82,Pooja,Sharma,ME,2023,8
83,Arjun,Verma,ME,2021,4
84,Krishna,Desai,CSE,2023,8
85,Vihaan,Menon,CSE,2023,7
86,Krishna,Iyer,CSE,2023,8
87,Neha,Nair,ME,2023,8
88,Arjun,Singh,ME,2022,6
89,Rohan,Chopra,CSE,2023,8
90,Ritika,Malhotra,MBA,2022,5
91,Aditya,Iyer,ME,2023,8
92,Ritika,Sharma,CSE,2021,5
93,Manya,Mehta,BCA,2021,3
94,Ananya,Singh,CSE,2023,8
95,Nidhi,Chopra,MBA,2021,4
96,Rohan,Sinha,CSE,2021,4
97,Priya,Bhat,ME,2023,8
98,Aditya,Desai,CSE,2021,4
99,Pooja,Sinha,MBA,2023,8
100,Samar,Desai,MBA,2023,7
101,Samar,Khan,CSE,2022,7
102,Aisha,Khan,ME,2022,5
103,Sneha,Chopra,MBA,2021,3
104,Arjun,Singh,MBA,2022,6
105,Aisha,Khan,CSE,2023,8
106,Ritika,Sharma,MBA,2023,8
107,Priya,Bhat,CE,2022,6
108,Neha,Kapoor,BCA,2023,8
109,Manya,Yadav,CSE,2023,8
110,Pooja,Kapoor,MBA,2022,5
111,Pooja,Menon,CSE,2021,4
112,Ananya,Bhatt,MBA,2021,5
113,Sneha,Sinha,CSE,2022,7
114,Pooja,Chopra,CSE,2022,7
115,Neha,Kapoor,CSE,2023,8
116,Ishaan,Desai,MBA,2020,2
117,Pooja,Khan,CE,2020,3
118,Aarav,Malhotra,CE,2022,7
119,Rohan,Yadav,BCA,2021,4
120,Nidhi,Nair,CSE,2020,2
121,Ritika,Rao,BCA,2021,4
122,Aisha,Bhat,BCA,2022,6
123,Vihaan,Singh,CSE,2023,8
124,Rohan,Malhotra,BCA,2022,5
125,Rahul,Gupta,BCA,2020,1
126,Rohan,Desai,CE,2023,7
127,Rahul,Bhat,CSE,2022,6
128,Karan,Patel,ME,2023,8
129,Nidhi,Bhat,CE,2023,8
130,Manya,Iyer,CSE,2023,8
131,Ritika,Malhotra,CE,2023,7
132,Priya,Sharma,CSE,2021,5
133,Aisha,Patel,CSE,2023,8
134,Vihaan,Mehta,CSE,2023,8
135,Rahul,Verma,CE,2022,5
136,Nidhi,Desai,CSE,2022,6
137,Samar,Verma,CSE,2022,5
138,Aisha,Bhatt,MBA,2021,5
139,Aisha,Patel,CSE,2022,5
140,Arjun,Rao,ME,2022,7
141,Vihaan,Iyer,CSE,2021,4
142,Pooja,Joshi,MBA,2023,7
143,Ishaan,Malhotra,CSE,2022,6
144,Ritika,Desai,ME,2021,4
145,Karan,Malhotra,BCA,2023,8
146,Aarav,Verma,CSE,2020,1
147,Aarav,Verma,CSE,2021,4
148,Aisha,Menon,CSE,2022,6
149,Sneha,Bhatt,CE,2022,6
150,Nidhi,Singh,ME,2022,6
151,Neha,Bhatt,BCA,2021,3
152,Samar,Rao,ME,2023,8
153,Rohan,Malhotra,MBA,2022,6
154,Pooja,Menon,ME,2022,6
155,Rohan,Malhotra,BCA,2023,8
156,Aarav,Nair,CSE,2023,8
157,Ritika,Nair,CSE,2021,4
158,Aditya,Sinha,BCA,2021,5
159,Ananya,Desai,CSE,2021,4
160,Aisha,Kapoor,BCA,2020,2
161,Nidhi,Bhatt,CSE,2021,4
162,Neha,Yadav,CE,2021,4
163,Neha,Menon,CSE,2022,5
164,Krishna,Malhotra,CE,2021,4
165,Ananya,Bhatt,BCA,2022,7
166,Samar,Bhat,CSE,2021,4
167,Ishaan,Khan,CSE,2022,6
168,Krishna,Bhat,CE,2022,6
169,Manya,Joshi,CE,2021,3
170,Ritika,Bhat,MBA,2023,8
171,Rohan,Malhotra,BCA,2022,5
172,Diya,Bhatt,ME,2023,8
173,Manya,Rao,CSE,2022,6
174,Neha,Joshi,BCA,2020,1
175,Sneha,Gupta,CSE,2023,7
176,Diya,Joshi,CE,2023,8
177,Krishna,Nair,CSE,2022,5
178,Manya,Menon,CSE,2021,4
179,Neha,Mehta,MBA,2022,6
180,Karan,Chopra,CSE,2023,8
181,Vihaan,Patel,CSE,2023,8
182,Pooja,Rao,CSE,2021,4
183,Diya,Verma,CSE,2023,8
184,Pooja,Kapoor,CSE,2023,7
185,Ananya,Iyer,CSE,2021,4
186,Manya,Malhotra,BCA,2023,8
187,Nidhi,Bhat,CSE,2023,8
188,Rohan,Desai,CSE,2023,7
189,Manya,Desai,CSE,2023,8
190,Vihaan,Patel,MBA,2023,7
191,Arjun,Verma,ME,2023,8
192,Aisha,Gupta,CSE,2021,4
193,Manya,Singh,CSE,2023,8
194,Samar,Verma,CE,2021,4
195,Ishaan,Patel,CSE,2020,2
196,Nidhi,Bhat,CE,2021,4
197,Vihaan,Mehta,CSE,2021,3
198,Vihaan,Verma,BCA,2020,3
199,Arjun,Menon,MBA,2021,3
200,Aisha,Nair,CSE,2022,5
201,Rohan,Mehta,BCA,2021,4
202,Aditya,Joshi,CSE,2022,5
203,Ritika,Joshi,CSE,2022,7
204,Sneha,Khan,BCA,2022,6
205,Aisha,Sharma,MBA,2023,8
206,Ritika,Khan,CSE,2023,8
207,Krishna,Bhatt,BCA,2021,4
208,Rohan,Patel,ME,2023,8
209,Aarav,Chopra,MBA,2022,7
210,Krishna,Sinha,CSE,2021,4
211,Aisha,Nair,CSE,2023,8
212,Aarav,Verma,MBA,2023,8
213,Ishaan,Nair,CSE,2022,6
214,Arjun,Joshi,BCA,2020,2
215,Rahul,Joshi,BCA,2023,8
216,Samar,Khan,CSE,2023,8
217,Manya,Chopra,BCA,2022,6
218,Vihaan,Gupta,BCA,2021,3
219,Pooja,Sinha,ME,2022,6
220,Ritika,Chopra,CSE,2022,6
221,Arjun,Malhotra,CSE,2021,3
222,Manya,Sharma,ME,2023,7
223,Rohan,Joshi,CSE,2022,7
224,Diya,Verma,CE,2023,8
225,Ritika,Gupta,CSE,2023,8
226,Nidhi,Singh,CSE,2023,8
227,Ritika,Iyer,CSE,2022,7
228,Aarav,Iyer,CE,2021,4
229,Aarav,Khan,MBA,2020,2
230,Ritika,Yadav,BCA,2021,3
231,Ritika,Iyer,BCA,2022,7
232,Ananya,Khan,CSE,2021,4
233,Aditya,Rao,CE,2022,6
234,Manya,Gupta,CSE,2021,5
235,Nidhi,Sharma,BCA,2021,4
236,Karan,Singh,CSE,2022,5
237,Rohan,Gupta,MBA,2020,3
238,Rahul,Joshi,BCA,2023,7
239,Samar,Kapoor,ME,2022,7
240,Nidhi,Rao,BCA,2023,8
241,Ritika,Malhotra,CSE,2021,4
242,Karan,Khan,BCA,2021,3
243,Diya,Chopra,ME,2022,7
244,Arjun,Nair,ME,2023,8
245,Samar,Bhat,BCA,2021,4
246,Pooja,Bhat,BCA,2023,8
247,Ritika,Gupta,MBA,2023,8
248,Diya,Desai,MBA,2021,5
249,Priya,Malhotra,CSE,2023,7
250,Priya,Patel,CE,2020,1
251,Ishaan,Patel,MBA,2022,6
252,Aarav,Gupta,BCA,2022,6
253,Priya,Mehta,CSE,2023,8
254,Diya,Yadav,CSE,2020,1
255,Karan,Kapoor,CSE,2023,8
256,Ritika,Sinha,CSE,2022,6
257,Arjun,Mehta,CE,2022,5
258,Aisha,Menon,MBA,2023,8
259,Diya,Nair,BCA,2021,5
260,Ananya,Menon,ME,2023,8
261,Vihaan,Verma,BCA,2023,8
262,Sneha,Mehta,MBA,2023,7
263,Krishna,Menon,CSE,2022,6
264,Arjun,Menon,CSE,2023,8
265,Neha,Mehta,CSE,2022,6
266,Arjun,Patel,CSE,2022,7
267,Aisha,Sharma,ME,2023,8
268,Aditya,Bhatt,CSE,2022,6
269,Nidhi,Rao,ME,2020,2
270,Ishaan,Kapoor,MBA,2021,3
271,Aditya,Malhotra,CE,2023,7
272,Aarav,Verma,CSE,2023,7
273,Priya,Chopra,CE,2021,5
274,Arjun,Bhat,CSE,2020,2
275,Vihaan,Patel,CSE,2022,7
276,Ananya,Bhat,CE,2023,8
277,Aisha,Gupta,BCA,2022,7
278,Ritika,Nair,CSE,2023,8
279,Aarav,Nair,CE,2020,2
280,Vihaan,Iyer,CSE,2023,8
281,Arjun,Mehta,MBA,2023,8
282,Neha,Bhatt,ME,2020,2
283,Pooja,Gupta,MBA,2023,8
284,Diya,Yadav,CE,2020,1
285,Vihaan,Patel,BCA,2022,5
286,Vihaan,Nair,ME,2021,4
287,Manya,Malhotra,CSE,2022,6
288,Manya,Gupta,BCA,2022,5
289,Aditya,Chopra,CE,2023,8
290,Priya,Khan,CSE,2020,3
291,Pooja,Sinha,BCA,2021,3
292,Samar,Rao,CSE,2023,7
293,Arjun,Singh,CSE,2022,5
294,Diya,Gupta,CSE,2023,8
295,Priya,Bhatt,MBA,2023,7
296,Neha,Bhatt,MBA,2020,2
297,Ananya,Joshi,CSE,2020,2
298,Pooja,Khan,BCA,2023,8
299,Ananya,Nair,MBA,2022,5
300,Krishna,Singh,CSE,2020,1
301,Arjun,Kapoor,CE,2023,7
302,Rohan,Kapoor,CE,2020,2
303,Rahul,Nair,MBA,2020,2
304,Ritika,Menon,CSE,2023,8
305,Ishaan,Bhatt,CSE,2021,4
306,Aisha,Rao,BCA,2021,4
307,Sneha,Sharma,CSE,2022,6
308,Ananya,Rao,CE,2021,4
309,Samar,Rao,CSE,2022,6
310,Nidhi,Chopra,BCA,2021,3
311,Manya,Malhotra,ME,2020,2
312,Rohan,Rao,CSE,2020,2
313,Nidhi,Iyer,MBA,2023,7
314,Krishna,Sharma,CSE,2023,8
315,Rahul,Joshi,BCA,2021,4
316,Karan,Patel,ME,2020,2
317,Ishaan,Desai,CSE,2023,8
318,Karan,Nair,BCA,2021,5
319,Pooja,Kapoor,MBA,2020,3
320,Ananya,Chopra,CSE,2023,8
321,Samar,Joshi,CSE,2022,5
322,Vihaan,Joshi,ME,2022,6
323,Neha,Bhatt,CE,2023,8
324,Aarav,Mehta,CE,2021,4
325,Rohan,Bhat,BCA,2021,4
326,Samar,Khan,CSE,2021,4
327,Manya,Patel,CE,2022,7
328,Rahul,Yadav,MBA,2023,8
329,Diya,Desai,CSE,2022,5
330,Diya,Singh,BCA,2023,8
331,Nidhi,Singh,CSE,2022,5
332,Sneha,Iyer,CSE,2022,6
333,Vihaan,Sinha,CSE,2021,4
334,Ritika,Yadav,ME,2023,8
335,Manya,Iyer,MBA,2021,4
336,Aisha,Nair,CSE,2022,6
337,Arjun,Rao,CE,2020,3
338,Sneha,Verma,CSE,2021,3
339,Manya,Khan,ME,2023,8
340,Aisha,Khan,CSE,2023,8
341,Samar,Khan,CE,2023,8
342,Ritika,Chopra,MBA,2023,8
343,Krishna,Kapoor,ME,2020,3
344,Vihaan,Sharma,ME,2023,7
345,Aarav,Bhatt,BCA,2021,5
346,Aisha,Joshi,CE,2023,8
347,Vihaan,Bhat,CSE,2023,8
348,Manya,Bhatt,CSE,2021,4
349,Pooja,Verma,CSE,2022,5
350,Ritika,Malhotra,CSE,2022,7
351,Arjun,Kapoor,MBA,2021,3
352,Aditya,Sharma,MBA,2023,8
353,Pooja,Gupta,BCA,2023,8
354,Diya,Malhotra,CSE,2023,8
355,Samar,Verma,CSE,2020,2
356,Vihaan,Gupta,CSE,2022,6
357,Neha,Sharma,CE,2020,2
358,Ishaan,Desai,CSE,2023,7
359,Sneha,Chopra,CSE,2023,8
360,Rohan,Gupta,ME,2023,8
361,Sneha,Joshi,BCA,2023,8
362,Samar,Nair,BCA,2022,5
363,Karan,Desai,CSE,2021,4
364,Vihaan,Desai,CE,2022,5
365,Arjun,Sinha,CSE,2022,6
366,Rahul,Yadav,ME,2023,8
367,Karan,Malhotra,MBA,2023,8
368,Aisha,Chopra,MBA,2020,1
369,Manya,Iyer,CSE,2020,2
370,Manya,Gupta,CSE,2022,6
371,Rohan,Yadav,CSE,2023,8
372,Samar,Bhat,ME,2023,8
373,Ishaan,Kapoor,BCA,2020,2
374,Sneha,Malhotra,CE,2023,7
375,Rahul,Mehta,CSE,2020,1
376,Arjun,Malhotra,CSE,2022,7
377,Arjun,Sinha,CSE,2022,5
378,Samar,Bhat,ME,2023,8
379,Krishna,Sinha,CSE,2021,3
380,Sneha,Verma,CSE,2023,7
381,Ishaan,Khan,CSE,2023,8
382,Krishna,Bhatt,ME,2021,5
383,Pooja,Iyer,BCA,2021,3
384,Sneha,Gupta,ME,2022,6
385,Aditya,Bhatt,MBA,2023,8
386,Aarav,Sharma,BCA,2020,2
387,Aarav,Khan,MBA,2022,5
388,Nidhi,Menon,MBA,2020,3
389,Samar,Khan,CSE,2022,6
390,Krishna,Khan,MBA,2023,7
391,Neha,Bhat,CE,2023,8
392,Rohan,Yadav,CSE,2020,3
393,Ananya,Nair,ME,2023,7
394,Pooja,Iyer,ME,2022,5
395,Ishaan,Chopra,CSE,2023,8
396,Ishaan,Desai,ME,2023,8
397,Diya,Iyer,CSE,2022,6
398,Ishaan,Iyer,ME,2020,2
399,Samar,Patel,BCA,2023,8
400,Aditya,Malhotra,CSE,2023,8
401,Ananya,Patel,CSE,2022,7
402,Krishna,Kapoor,CE,2023,7
403,Aarav,Chopra,CSE,2021,4
404,Aisha,Singh,CSE,2022,7
405,Neha,Nair,CSE,2022,5
406,Nidhi,Sharma,CSE,2021,4
407,Sneha,Mehta,CSE,2021,4
408,Sneha,Yadav,BCA,2023,8
409,Rohan,Bhatt,CSE,2021,3
410,Ritika,Joshi,CSE,2022,5
411,Diya,Sharma,BCA,2020,2
412,Rahul,Desai,CSE,2023,8
413,Rohan,Desai,CSE,2022,6
414,Pooja,Joshi,ME,2022,6
415,Samar,Chopra,BCA,2020,3
416,Manya,Chopra,BCA,2021,4
417,Aditya,Khan,CSE,2023,8
418,Ishaan,Desai,BCA,2021,5
419,Aditya,Joshi,CSE,2023,7
420,Krishna,Singh,ME,2023,8
421,Rohan,Sharma,CSE,2023,7
422,Nidhi,Patel,CE,2022,6
423,Priya,Sinha,MBA,2022,7
424,Manya,Kapoor,CE,2022,5
425,Karan,Nair,CSE,2023,7
426,Priya,Nair,CE,2023,8
427,Priya,Sharma,CSE,2021,4
428,Karan,Rao,CSE,2021,4
429,Ritika,Menon,CE,2022,6
430,Pooja,Iyer,CSE,2022,6
431,Aarav,Malhotra,MBA,2020,3
432,Samar,Nair,CSE,2023,8
433,Nidhi,Singh,MBA,2022,7
434,Aarav,Nair,CSE,2021,4
435,Nidhi,Sinha,CSE,2022,6
436,Priya,Nair,CSE,2023,7
437,Karan,Malhotra,CSE,2022,7
438,Neha,Bhatt,MBA,2023,7
439,Ishaan,Menon,MBA,2023,8
440,Aisha,Bhatt,BCA,2021,5
441,Ananya,Iyer,CE,2022,6
442,Ritika,Iyer,MBA,2022,6
443,Aarav,Desai,BCA,2023,8
444,Sneha,Patel,ME,2021,4
445,Ishaan,Menon,CSE,2022,7
446,Karan,Khan,CSE,2022,6
447,Aarav,Malhotra,MBA,2022,6
448,Karan,Mehta,CSE,2023,8
449,Diya,Joshi,CSE,2023,8
450,Samar,Verma,BCA,2023,8
451,Ishaan,Kapoor,CSE,2022,7
452,Vihaan,Mehta,MBA,2021,5
453,Aditya,Kapoor,CSE,2023,8
454,Sneha,Malhotra,CSE,2021,5
455,Vihaan,Sinha,MBA,2023,8
456,Krishna,Bhat,MBA,2023,8
457,Arjun,Yadav,CSE,2023,8
458,Neha,Desai,CSE,2022,7
459,Aarav,Khan,CSE,2022,6
460,Karan,Singh,BCA,2021,5
461,Ritika,Sinha,CSE,2023,8
462,Nidhi,Chopra,CSE,2022,5
463,Karan,Singh,CSE,2022,6
464,Arjun,Malhotra,MBA,2022,6
465,Arjun,Yadav,CE,2020,1
466,Sneha,Yadav,CSE,2022,5
467,Aarav,Gupta,CSE,2023,8
468,Ishaan,Patel,CSE,2023,8
469,Aarav,Kapoor,CSE,2021,4
470,Krishna,Nair,CSE,2023,8
471,Samar,Singh,CSE,2023,7
472,Pooja,Bhatt,MBA,2023,8
473,Nidhi,Chopra,BCA,2021,4
474,Manya,Khan,ME,2022,6
475,Pooja,Mehta,CSE,2022,7
476,Nidhi,Verma,CSE,2023,8
477,Karan,Chopra,CSE,2021,4
478,Ritika,Nair,ME,2023,7
479,Diya,Nair,BCA,2021,3
480,Rohan,Menon,CSE,2022,6
481,Manya,Iyer,MBA,2023,7
482,Arjun,Nair,CSE,2021,4
483,Aditya,Singh,ME,2022,6
484,Aditya,Iyer,CSE,2022,7
485,Manya,Sinha,CSE,2020,3
486,Vihaan,Gupta,ME,2021,4
487,Diya,Nair,CSE,2022,7
488,Rohan,Patel,CSE,2020,3
489,Manya,Menon,CSE,2021,4
490,Samar,Nair,BCA,2020,2
491,Sneha,Malhotra,CSE,2023,8
492,Aditya,Joshi,MBA,2021,3
493,Pooja,Sharma,MBA,2022,7
494,Ritika,Verma,CE,2021,3
495,Neha,Malhotra,CSE,2022,6
496,Aditya,Bhatt,BCA,2022,5
497,Diya,Nair,ME,2022,7
498,Karan,Kapoor,CSE,2021,5
499,Diya,Verma,CE,2022,6
500,Diya,Bhat,BCA,2022,5
501,Ananya,Khan,MBA,2020,1
502,Vihaan,Desai,CSE,2022,5
503,Pooja,Sinha,CSE,2022,5
504,Priya,Yadav,CSE,2023,8
505,Sneha,Mehta,CSE,2023,7
506,Rohan,Sharma,MBA,2023,8
507,Krishna,Desai,CSE,2021,4
508,Aisha,Nair,CSE,2022,6
509,Pooja,Rao,BCA,2023,8
510,Rohan,Malhotra,CSE,2022,5
511,Vihaan,Gupta,ME,2023,8
512,Krishna,Mehta,CE,2021,3
513,Rohan,Nair,MBA,2023,8
514,Rahul,Bhatt,CSE,2020,2
515,Rahul,Bhatt,CSE,2020,2
516,Rahul,Rao,BCA,2021,3
517,Rohan,Gupta,BCA,2020,2
518,Arjun,Khan,ME,2022,6
519,Vihaan,Bhat,CSE,2020,3
520,Arjun,Iyer,CSE,2020,1
521,Rohan,Khan,BCA,2021,5
522,Diya,Joshi,CE,2021,3
523,Samar,Patel,CSE,2020,2
524,Ishaan,Patel,ME,2023,7
525,Nidhi,Mehta,CSE,2023,7
526,Vihaan,Gupta,CE,2021,4
527,Rohan,Joshi,MBA,2023,8
528,Ishaan,Patel,CSE,2022,6
529,Rohan,Kapoor,MBA,2022,6
530,Manya,Bhatt,CSE,2022,6
531,Ananya,Menon,MBA,2023,8
532,Karan,Sharma,ME,2023,8
533,Sneha,Iyer,BCA,2023,8
534,Ritika,Bhatt,ME,2021,5
535,Aisha,Bhat,MBA,2023,7
536,Pooja,Chopra,CE,2020,2
537,Samar,Rao,CSE,2022,5
538,Vihaan,Gupta,BCA,2023,8
539,Ishaan,Khan,CSE,2023,7
540,Rohan,Menon,MBA,2022,5
541,Arjun,Bhatt,CE,2023,8
542,Ishaan,Nair,CSE,2022,5
543,Aditya,Gupta,BCA,2023,8
544,Rahul,Malhotra,BCA,2023,8
545,Arjun,Bhat,BCA,2023,8
546,Neha,Bhat,CSE,2022,5
547,Aisha,Kapoor,CE,2022,6
548,Nidhi,Sharma,CE,2022,7
549,Diya,Verma,CE,2023,7
550,Sneha,Sinha,CSE,2023,8
551,Vihaan,Singh,MBA,2022,7
552,Karan,Verma,BCA,2022,7
553,Aditya,Desai,MBA,2023,8
554,Nidhi,Gupta,CSE,2022,5
555,Pooja,Patel,CSE,2022,7
556,Diya,Mehta,CSE,2022,7
557,Rohan,Verma,MBA,2023,8
558,Diya,Malhotra,CSE,2022,6
559,Rohan,Menon,CSE,2023,8
560,Karan,Sharma,BCA,2022,6
561,Ritika,Singh,BCA,2022,6
562,Manya,Verma,CSE,2023,7
563,Sneha,Chopra,CSE,2022,7
564,Manya,Singh,MBA,2022,5
565,Neha,Patel,CSE,2022,6
566,Sneha,Malhotra,CE,2023,8
567,Rohan,Khan,BCA,2023,8
568,Aarav,Singh,ME,2023,8
569,Aditya,Joshi,CSE,2022,5
570,Sneha,Bhatt,ME,2020,1
571,Pooja,Menon,MBA,2023,8
572,Krishna,Kapoor,CSE,2023,8
573,Ishaan,Chopra,CSE,2022,6
574,Karan,Joshi,CSE,2021,5
575,Aisha,Kapoor,CSE,2021,4
576,Ananya,Bhatt,BCA,2022,5
577,Krishna,Kapoor,CE,2022,7
578,Aditya,Singh,BCA,2020,2
579,Ritika,Bhat,ME,2021,4
580,Pooja,Joshi,BCA,2023,8
581,Manya,Khan,CE,2023,8
582,Aditya,Gupta,CSE,2022,6
583,Vihaan,Singh,MBA,2020,2
584,Ananya,Nair,BCA,2023,8
585,Diya,Mehta,CSE,2023,8
586,Priya,Desai,CE,2022,6
587,Priya,Kapoor,BCA,2022,6
588,Aditya,Sharma,MBA,2022,6
589,Vihaan,Singh,CSE,2022,7
590,Priya,Yadav,CSE,2022,6
591,Aditya,Sharma,MBA,2022,7
592,Aarav,Rao,CSE,2021,3
593,Rohan,Sharma,MBA,2022,6
594,Rohan,Sharma,CSE,2021,4
595,Nidhi,Khan,BCA,2023,8
596,Nidhi,Khan,MBA,2021,4
597,Samar,Joshi,CSE,2023,8
598,Neha,Bhat,CSE,2020,1
599,Samar,Sharma,CSE,2023,7
600,Samar,Mehta,BCA,2023,8
601,Priya,Rao,CSE,2021,3
602,Manya,Malhotra,CSE,2022,6
603,Aarav,Gupta,ME,2021,3
604,Sneha,Khan,CSE,2022,7
605,Arjun,Nair,CSE,2023,8
606,Aisha,Kapoor,CSE,2020,2
607,Nidhi,Malhotra,CSE,2022,6
608,Karan,Sinha,CSE,2022,7
609,Krishna,Desai,CE,2022,7
610,Nidhi,Patel,CSE,2020,2
611,Krishna,Singh,CSE,2021,3
612,Aarav,Gupta,CSE,2023,7
613,Rahul,Rao,MBA,2022,6
614,Arjun,Bhat,CSE,2020,1
615,Samar,Bhatt,CSE,2022,6
616,Rohan,Chopra,ME,2022,7
617,Aisha,Rao,CSE,2021,3
618,Diya,Sharma,CSE,2022,6
619,Diya,Patel,CSE,2021,4
620,Priya,Yadav,CE,2023,7
621,Arjun,Malhotra,ME,2021,4
622,Neha,Menon,MBA,2023,7
623,Neha,Chopra,CE,2023,8
624,Pooja,Menon,MBA,2022,6
625,Priya,Desai,CSE,2021,4
626,Aditya,Joshi,CSE,2022,5
627,Pooja,Khan,BCA,2022,6
628,Rahul,Chopra,MBA,2023,7
629,Neha,Gupta,ME,2023,8
630,Ishaan,Verma,CSE,2021,3
631,Aditya,Bhatt,ME,2023,8
632,Samar,Sharma,CE,2021,5
633,Rohan,Nair,CE,2022,6
634,Aarav,Chopra,ME,2022,5
635,Arjun,Rao,MBA,2022,5
636,Aditya,Khan,CSE,2023,8
637,Aisha,Kapoor,CSE,2020,2
638,Ananya,Sharma,CSE,2021,4
639,Sneha,Singh,CSE,2020,3
640,Ananya,Verma,CSE,2022,6
641,Karan,Patel,CSE,2021,4
642,Diya,Joshi,CSE,2023,7
643,Karan,Malhotra,BCA,2023,8
644,Aisha,Gupta,CSE,2022,6
645,Arjun,Nair,CSE,2023,8
646,Pooja,Malhotra,CSE,2023,8
647,Priya,Patel,CSE,2022,6
648,Arjun,Rao,CE,2022,5
649,Sneha,Chopra,CSE,2022,6
650,Samar,Chopra,CSE,2023,7
651,Aarav,Joshi,ME,2023,8
652,Krishna,Mehta,CSE,2022,7
653,Sneha,Joshi,MBA,2022,6
654,Sneha,Verma,MBA,2023,7
655,Aditya,Khan,CSE,2022,5
656,Arjun,Bhat,CE,2021,4
657,Karan,Desai,ME,2023,7
658,Samar,Sinha,ME,2022,5
659,Aditya,Bhat,MBA,2023,8
660,Diya,Rao,ME,2023,7
661,Rohan,Joshi,CE,2021,5
662,Rahul,Bhat,CSE,2023,8
663,Karan,Patel,BCA,2023,8
664,Aarav,Desai,MBA,2021,5
665,Pooja,Verma,CSE,2023,8
666,Aarav,Iyer,CE,2023,8
667,Rohan,Mehta,CSE,2023,8
668,Vihaan,Malhotra,CSE,2023,8
669,Rohan,Chopra,BCA,2021,4
670,Ritika,Gupta,MBA,2023,8
671,Manya,Gupta,BCA,2022,6
672,Samar,Desai,CSE,2023,8
673,Priya,Bhat,CSE,2021,5
674,Diya,Sinha,CSE,2022,6
675,Aarav,Yadav,MBA,2020,2
676,Rohan,Joshi,CE,2022,6
677,Ritika,Singh,MBA,2022,7
678,Ananya,Yadav,CSE,2020,3
679,Diya,Desai,ME,2021,5
680,Priya,Sharma,CSE,2022,7
681,Nidhi,Mehta,MBA,2022,6
682,Karan,Desai,CSE,2022,5
683,Pooja,Yadav,CSE,2023,7
684,Rohan,Joshi,MBA,2022,6
