student_id,first_name,last_name,department,cgpa,latest_sgpa,active_backlogs,has_backlog_history
378,Aditya,Singh,BCA,8.4,8.3,0,0
379,Priya,Mehta,CSE,7.8,7.9,0,0
380,Pooja,Iyer,ME,6.6,6.8,0,0
381,Ritika,Malhotra,ME,7.7,7.6,1,1
382,Arjun,Singh,CE,8.2,8.0,0,0
383,Diya,Khan,MBA,8.1,8.1,0,0
384,Arjun,Nair,CSE,7.9,7.8,1,1
385,Aisha,Malhotra,BCA,7.9,7.5,0,0
386,Sneha,Gupta,ME,7.1,7.0,0,0
387,Diya,Menon,ME,7.8,7.6,0,0
388,Manya,Joshi,CSE,8.0,8.0,0,0
389,Arjun,Sinha,ME,5.7,5.5,1,1
390,Priya,Rao,CSE,7.2,7.0,0,0
391,Pooja,Yadav,CSE,7.9,7.8,0,0
392,Pooja,Khan,ME,7.5,7.7,0,0
393,Rohan,Rao,MBA,7.4,7.4,0,1
394,Ishaan,Gupta,ME,7.5,8.3,1,1
395,Aarav,Bhat,CSE,8.5,8.1,0,0
396,Arjun,Desai,MBA,7.6,7.9,0,1
397,Samar,Khan,MBA,6.0,6.0,0,1
398,Arjun,Sharma,MBA,8.6,8.2,0,0
399,Ishaan,Singh,CSE,6.7,6.6,0,1
400,Vihaan,Mehta,ME,8.0,7.5,0,0
401,Manya,Desai,CE,6.5,6.5,0,0
402,Samar,Kapoor,CSE,8.7,8.6,0,0
403,Ritika,Patel,CSE,7.6,7.4,0,0
404,Aarav,Yadav,ME,7.6,7.3,0,0
405,Arjun,Nair,ME,6.2,6.5,1,1
406,Neha,Bhatt,ME,7.8,7.8,1,1
407,Ishaan,Malhotra,ME,7.6,7.7,2,1
408,Pooja,Iyer,CSE,8.2,8.3,0,0
409,Pooja,Patel,CSE,8.4,8.4,0,0
410,Vihaan,Gupta,CSE,7.9,7.8,0,0
411,Sneha,Yadav,CSE,7.7,8.2,0,0
412,Manya,Sinha,ME,6.9,7.6,1,1
413,Priya,Kapoor,CSE,7.5,7.9,0,0
414,Nidhi,Khan,BCA,8.1,8.1,0,1
415,Aditya,Singh,CE,6.9,6.9,0,0
416,Aarav,Nair,BCA,6.3,6.6,0,0
417,Aarav,Mehta,BCA,6.8,6.6,0,0
418,Ritika,Gupta,CSE,8.2,8.7,1,1
419,Ananya,Joshi,BCA,7.2,7.4,0,0
420,Arjun,Malhotra,CSE,8.2,8.1,0,0
421,Priya,Sharma,CSE,6.6,6.7,0,0
422,Aditya,Joshi,CE,5.6,5.8,1,1
423,Aarav,Bhatt,CSE,8.0,7.9,0,1
424,Aarav,Nair,BCA,8.0,8.3,0,0
425,Karan,Nair,ME,6.4,6.8,0,0
426,Samar,Sinha,CE,7.7,7.6,0,0
427,Ananya,Joshi,CSE,8.5,8.4,0,0
428,Priya,Patel,ME,7.4,7.4,0,1
429,Neha,Singh,CSE,8.3,8.0,1,1
430,Priya,Yadav,CE,7.5,7.0,0,1
431,Diya,Kapoor,CSE,7.6,7.5,2,1
432,Vihaan,Kapoor,ME,7.9,7.6,0,0
433,Ritika,Joshi,CSE,8.9,9.4,0,0
434,Nidhi,Iyer,CSE,7.5,7.4,0,0
435,Aditya,Menon,MBA,7.3,7.4,0,0
436,Sneha,Desai,CSE,7.2,7.0,0,0
437,Karan,Sinha,ME,7.5,8.0,0,1
438,Samar,Sharma,CSE,7.7,7.6,0,0
439,Vihaan,Sinha,CSE,8.5,8.1,1,1
440,Ritika,Sinha,MBA,8.3,8.5,0,0
441,Rahul,Nair,CSE,8.3,8.4,0,0
442,Rohan,Malhotra,CSE,8.4,8.8,0,0
443,Ishaan,Sinha,CE,7.0,7.0,0,0
444,Nidhi,Sharma,CSE,7.2,7.2,0,0
445,Neha,Malhotra,CSE,8.1,7.6,0,1
446,Ananya,Bhat,CSE,7.8,8.1,0,0
447,Ishaan,Rao,MBA,8.6,8.6,0,1
448,Ishaan,Kapoor,MBA,6.2,6.2,0,0
449,Samar,Chopra,CSE,8.2,8.1,0,0
450,Arjun,Mehta,CE,7.8,7.7,0,0
451,Rahul,Joshi,CSE,7.3,7.6,1,1
452,Aditya,Iyer,MBA,6.8,6.5,1,1
453,Sneha,Kapoor,CSE,7.6,7.8,0,1
454,Aditya,Patel,ME,6.4,5.9,0,0
455,Pooja,Sharma,BCA,8.3,7.7,0,1
456,Ishaan,Malhotra,MBA,9.0,9.4,0,0
457,Nidhi,Nair,BCA,7.2,6.9,0,0
458,Sneha,Joshi,CSE,7.4,7.4,0,0
459,Rohan,Nair,CSE,7.0,6.9,0,0
460,Arjun,Chopra,CSE,7.1,7.2,0,0
461,Priya,Sinha,CSE,7.4,7.4,0,0
462,Sneha,Rao,CSE,8.5,8.8,0,0
463,Neha,Kapoor,CSE,9.7,9.3,0,0
464,Aditya,Malhotra,MBA,7.0,7.2,0,0
465,Rahul,Mehta,CSE,7.3,7.3,0,0
466,Sneha,Khan,CSE,7.1,6.6,0,1
467,Sneha,Sharma,CSE,8.1,7.9,0,0
468,Manya,Desai,BCA,7.6,7.1,0,0
469,Pooja,Bhat,CSE,7.9,7.4,0,0
470,Neha,Malhotra,ME,7.1,7.0,0,0
471,Ritika,Desai,ME,8.2,8.6,0,0
472,Sneha,Yadav,MBA,7.9,8.0,0,0
473,Ishaan,Joshi,CSE,8.2,8.6,1,1
474,Priya,Nair,CSE,8.0,8.0,1,1
475,Rahul,Sharma,MBA,7.3,7.8,0,0
476,Ritika,Rao,CSE,7.4,7.8,0,0
477,Priya,Kapoor,CSE,8.1,7.8,0,0
478,Rahul,Joshi,CSE,8.1,8.1,0,0
479,Rohan,Joshi,BCA,7.7,7.5,0,0
480,Diya,Iyer,MBA,6.5,6.5,0,1
481,Manya,Kapoor,ME,7.6,8.1,0,0
482,Ritika,Singh,MBA,7.2,7.0,0,0
483,Aisha,Joshi,BCA,6.9,6.5,0,0
484,Pooja,Desai,MBA,7.8,7.5,0,0
485,Arjun,Gupta,MBA,7.5,7.4,0,0
486,Aditya,Rao,BCA,8.8,9.9,0,0
487,Priya,Nair,ME,7.7,8.1,0,0
488,Manya,Gupta,CSE,7.6,6.7,0,0
489,Ishaan,Iyer,CSE,7.7,7.7,1,1
490,Pooja,Sinha,CE,6.7,6.5,0,0
491,Rohan,Desai,CE,8.1,8.4,0,1
492,Neha,Singh,MBA,7.6,7.2,0,0
493,Samar,Yadav,MBA,7.6,7.3,0,1
494,Rohan,Nair,ME,6.8,6.6,0,0
495,Diya,Chopra,MBA,7.9,7.7,0,0
496,Arjun,Nair,ME,6.8,7.0,0,0
497,Aditya,Sharma,CSE,7.5,7.4,0,0
498,Ananya,Yadav,BCA,7.5,7.8,1,1
499,Ananya,Verma,CE,7.1,6.9,1,1
500,Nidhi,Singh,ME,6.9,7.2,0,0
501,Aisha,Sharma,CSE,7.8,7.5,0,1
502,Priya,Rao,CSE,8.4,8.6,0,0
503,Rahul,Sharma,CSE,8.3,8.2,0,0
504,Samar,Iyer,ME,7.8,8.1,0,0
505,Priya,Patel,ME,7.7,7.0,0,0
506,Sneha,Desai,CSE,7.5,7.3,0,0
507,Krishna,Mehta,ME,8.1,8.5,0,0
508,Rohan,Kapoor,CE,6.4,6.3,0,0
